order_id;customer_id;order_date;status;country_id
70;367;14/07/2024;Completed;2
71;259;06/10/2023;Completed;4
72;103;17/07/2024;Pending;3
73;87;11/11/2022;Completed;1
74;377;25/03/2024;Completed;4
75;97;07/02/2023;Pending;3
76;49;27/02/2024;Pending;4
77;176;09/04/2023;Pending;1
78;18;11/12/2023;Pending;2
79;336;31/01/2023;Completed;2
80;395;01/08/2023;Pending;4
81;144;19/05/2023;Cancelled;1
82;360;08/02/2023;Cancelled;1
83;145;02/10/2023;Cancelled;4
84;128;03/02/2023;Pending;4
85;28;29/03/2023;Pending;2
86;236;27/11/2023;Cancelled;1
87;140;22/06/2024;Pending;3
88;77;11/06/2024;Cancelled;4
89;389;28/09/2023;Cancelled;1
90;97;05/05/2023;Pending;1
91;279;21/03/2024;Cancelled;4
92;310;10/01/2023;Cancelled;1
93;98;10/03/2024;Cancelled;3
94;399;23/03/2023;Cancelled;3
95;60;02/08/2023;Completed;2
96;240;28/02/2024;Cancelled;1
97;459;04/04/2023;Pending;4
98;432;20/01/2023;Completed;1
99;370;27/01/2024;Pending;3
100;474;14/04/2024;Completed;2
101;135;04/06/2024;Cancelled;3
102;417;23/12/2023;Completed;4
103;64;13/05/2023;Cancelled;1
104;353;29/11/2022;Pending;2
105;166;17/07/2024;Pending;3
106;259;24/02/2024;Completed;2
107;363;14/01/2023;Cancelled;2
108;237;27/10/2022;Completed;3
109;395;24/09/2023;Pending;3
110;396;08/02/2023;Pending;3
111;342;29/06/2024;Pending;4
112;136;04/07/2024;Completed;4
113;170;19/09/2022;Completed;1
114;11;19/04/2024;Cancelled;2
115;425;24/01/2023;Cancelled;4
116;232;14/04/2024;Pending;1
117;499;15/08/2023;Pending;2
118;147;26/08/2023;Pending;1
119;480;26/05/2023;Pending;3
120;202;04/07/2023;Completed;2
121;431;21/09/2023;Pending;4
122;340;01/03/2024;Completed;1
123;392;14/11/2023;Completed;3
124;352;26/11/2022;Completed;3
125;124;18/07/2023;Completed;2
126;226;21/12/2023;Cancelled;3
127;396;18/04/2024;Completed;1
128;382;10/05/2023;Cancelled;1
129;9;05/01/2024;Completed;1
130;345;12/05/2024;Cancelled;4
131;366;17/06/2023;Cancelled;3
132;134;03/01/2024;Pending;3
133;51;20/09/2023;Pending;4
134;337;03/01/2024;Pending;4
135;32;26/02/2023;Completed;1
136;281;24/12/2023;Completed;3
137;50;14/05/2024;Pending;3
138;439;30/07/2024;Pending;1
139;360;22/06/2023;Pending;2
140;430;08/07/2023;Pending;2
141;396;04/07/2024;Completed;2
142;63;28/01/2023;Completed;2
143;57;04/03/2024;Completed;2
144;123;24/08/2023;Completed;4
145;473;07/04/2023;Pending;4
146;476;23/09/2022;Pending;1
147;92;29/09/2023;Completed;2
148;337;17/02/2023;Pending;1
149;23;24/03/2023;Cancelled;1
150;96;25/07/2023;Pending;1
151;228;29/07/2024;Cancelled;3
152;383;21/07/2024;Completed;2
153;200;28/06/2023;Cancelled;3
154;269;14/12/2022;Cancelled;3
155;365;08/01/2024;Completed;4
156;48;11/02/2023;Cancelled;4
157;338;19/12/2022;Completed;1
158;317;08/07/2023;Cancelled;4
159;17;17/04/2023;Completed;2
160;499;17/10/2022;Completed;4
161;105;28/08/2022;Cancelled;3
162;430;05/05/2024;Cancelled;1
163;197;10/07/2024;Cancelled;1
164;326;04/10/2023;Cancelled;3
165;274;08/08/2024;Cancelled;3
166;240;09/12/2022;Completed;2
167;80;20/03/2024;Cancelled;2
168;43;02/09/2023;Pending;3
169;204;20/12/2022;Pending;2
170;288;19/09/2023;Cancelled;1
171;410;21/10/2022;Completed;3
172;191;10/06/2023;Completed;3
173;412;26/07/2023;Completed;3
174;423;11/03/2023;Completed;1
175;99;03/10/2023;Pending;3
176;219;21/04/2024;Completed;4
177;279;01/07/2024;Pending;4
178;332;21/05/2024;Pending;2
179;47;20/05/2023;Completed;1
180;393;31/10/2022;Completed;2
181;356;17/09/2022;Cancelled;4
182;432;24/10/2023;Completed;3
183;373;18/03/2024;Completed;1
184;47;30/03/2024;Cancelled;4
185;91;28/03/2024;Completed;2
186;240;21/10/2023;Completed;4
187;270;03/01/2023;Pending;1
188;316;16/09/2022;Completed;3
189;317;22/05/2023;Completed;3
190;113;26/11/2022;Pending;4
191;253;11/12/2023;Completed;2
192;431;29/12/2022;Completed;2
193;97;20/04/2024;Completed;3
194;385;05/05/2023;Pending;3
195;181;31/12/2022;Pending;4
196;471;26/12/2023;Pending;4
197;404;25/06/2024;Completed;4
198;29;15/11/2022;Pending;3
199;430;14/02/2023;Cancelled;3
200;131;05/05/2023;Cancelled;3
201;67;24/04/2024;Completed;4
202;140;01/02/2023;Pending;3
203;224;06/12/2022;Cancelled;1
204;407;11/09/2022;Cancelled;2
205;259;17/07/2023;Pending;4
206;189;11/02/2023;Cancelled;4
207;327;14/11/2022;Pending;1
208;219;15/11/2022;Completed;4
209;34;14/08/2023;Pending;3
210;304;20/12/2022;Pending;2
211;403;29/11/2023;Cancelled;2
212;350;06/08/2023;Completed;4
213;212;07/07/2023;Pending;1
214;383;26/04/2024;Pending;1
215;497;18/10/2022;Completed;4
216;245;28/11/2022;Pending;3
217;12;30/05/2024;Cancelled;1
218;10;06/01/2023;Completed;2
219;298;16/06/2023;Completed;1
220;165;02/11/2022;Completed;4
221;345;27/07/2023;Completed;2
222;242;24/05/2023;Completed;1
223;216;02/12/2022;Completed;4
224;201;18/01/2024;Cancelled;3
225;62;04/12/2023;Completed;1
226;396;04/10/2023;Pending;4
227;466;08/09/2023;Cancelled;1
228;434;22/07/2024;Pending;3
229;347;26/11/2022;Completed;2
230;134;07/07/2024;Pending;1
231;190;24/05/2024;Cancelled;1
232;160;16/10/2022;Pending;4
233;223;18/10/2022;Cancelled;2
234;233;19/06/2023;Cancelled;4
235;497;25/01/2023;Cancelled;3
236;130;08/11/2022;Pending;4
237;53;14/06/2024;Completed;4
238;170;30/06/2024;Completed;2
239;497;21/08/2023;Cancelled;3
240;236;02/01/2023;Pending;1
241;320;02/11/2023;Pending;4
242;442;08/09/2022;Completed;3
243;89;21/04/2024;Completed;4
244;325;18/05/2023;Completed;4
245;462;07/08/2023;Cancelled;4
246;221;07/04/2024;Completed;4
247;222;26/10/2022;Pending;1
248;269;19/11/2023;Completed;1
249;282;20/12/2023;Cancelled;2
250;468;27/03/2023;Cancelled;2
251;167;29/06/2023;Pending;3
252;216;23/04/2024;Cancelled;4
253;6;08/12/2023;Completed;1
254;45;05/10/2022;Completed;3
255;30;18/08/2024;Pending;1
256;432;27/11/2023;Cancelled;1
257;56;28/11/2022;Cancelled;2
258;34;24/04/2024;Cancelled;4
259;462;15/07/2023;Cancelled;1
260;318;02/11/2022;Cancelled;3
261;8;25/04/2024;Completed;1
262;426;07/06/2023;Pending;3
263;402;27/08/2022;Cancelled;1
264;189;26/01/2023;Pending;1
265;131;03/05/2024;Completed;1
266;411;12/03/2023;Completed;4
267;3;31/03/2024;Cancelled;1
268;94;11/07/2023;Cancelled;3
269;117;28/06/2024;Completed;2
270;62;22/12/2023;Completed;1
271;197;20/11/2023;Pending;1
272;76;28/01/2023;Pending;2
273;294;19/12/2022;Completed;1
274;196;28/11/2022;Pending;4
275;374;01/02/2023;Completed;2
276;151;29/10/2023;Pending;1
277;179;21/03/2024;Completed;3
278;390;16/09/2023;Cancelled;2
279;92;03/09/2022;Completed;1
280;437;02/08/2023;Completed;1
281;319;17/06/2024;Cancelled;2
282;399;27/07/2023;Pending;2
283;430;29/12/2023;Pending;3
284;319;15/02/2024;Pending;2
285;337;19/03/2023;Cancelled;3
286;9;17/11/2022;Cancelled;2
287;108;10/06/2024;Completed;2
288;209;08/04/2024;Cancelled;2
289;38;24/05/2023;Completed;3
290;336;28/08/2023;Pending;2
291;80;16/08/2024;Completed;1
292;439;18/01/2024;Completed;1
293;413;01/11/2022;Pending;2
294;434;15/01/2024;Cancelled;4
295;350;11/06/2023;Cancelled;3
296;334;29/08/2022;Cancelled;3
297;240;20/02/2023;Pending;2
298;315;07/08/2023;Pending;2
299;109;09/10/2023;Cancelled;3
300;101;17/05/2024;Completed;2
301;10;02/01/2024;Completed;4
302;183;23/06/2024;Pending;1
303;366;23/06/2024;Pending;2
304;70;21/05/2023;Pending;1
305;432;22/07/2024;Cancelled;2
306;355;17/04/2023;Pending;4
307;380;21/04/2024;Completed;2
308;22;20/01/2023;Cancelled;1
309;393;01/07/2023;Pending;2
310;266;30/10/2022;Completed;2
311;252;08/05/2023;Completed;2
312;149;09/12/2022;Completed;3
313;317;29/08/2022;Pending;4
314;297;14/04/2023;Pending;4
315;38;05/02/2023;Completed;3
316;159;24/12/2023;Pending;1
317;391;23/12/2022;Completed;1
318;132;09/07/2023;Pending;2
319;209;11/03/2024;Completed;4
320;139;22/11/2023;Pending;4
321;77;16/04/2024;Completed;1
322;40;20/08/2024;Cancelled;1
323;314;09/05/2024;Pending;2
324;253;11/04/2024;Completed;4
325;296;29/07/2023;Completed;1
326;210;02/09/2022;Pending;4
327;3;31/05/2024;Completed;1
328;332;26/05/2024;Cancelled;3
329;493;18/05/2023;Completed;1
330;92;29/03/2024;Completed;1
331;30;01/03/2023;Pending;3
332;56;01/04/2024;Completed;1
333;298;07/01/2023;Cancelled;3
334;139;18/12/2022;Completed;4
335;4;22/10/2023;Completed;2
336;53;19/10/2022;Cancelled;4
337;440;25/03/2023;Completed;3
338;334;22/08/2024;Pending;3
339;298;05/05/2023;Pending;3
340;362;17/10/2023;Completed;1
341;453;24/05/2024;Cancelled;2
342;184;22/05/2024;Cancelled;2
343;255;04/01/2024;Completed;4
344;201;21/03/2024;Cancelled;4
345;213;21/07/2024;Cancelled;2
346;208;19/10/2023;Cancelled;2
347;339;21/08/2024;Cancelled;1
348;132;10/05/2024;Cancelled;4
349;346;19/12/2023;Pending;3
350;322;02/10/2023;Cancelled;4
351;180;11/05/2023;Pending;2
352;414;11/09/2023;Pending;3
353;255;22/02/2023;Completed;2
354;225;25/02/2024;Completed;1
355;9;21/12/2022;Cancelled;1
356;105;01/04/2024;Completed;3
357;281;03/03/2024;Completed;4
358;97;16/07/2024;Completed;3
359;52;25/04/2023;Pending;1
360;98;08/06/2023;Completed;4
361;403;14/05/2023;Cancelled;3
362;360;08/10/2023;Completed;1
363;22;19/08/2023;Pending;3
364;192;16/04/2023;Pending;4
365;348;13/02/2024;Pending;4
366;123;23/06/2024;Pending;2
367;312;10/12/2022;Completed;3
368;396;15/10/2023;Cancelled;2
369;372;08/11/2023;Completed;3
370;417;11/05/2023;Pending;3
371;333;14/06/2024;Pending;2
372;241;28/06/2023;Cancelled;3
373;204;24/07/2024;Completed;4
374;167;08/03/2024;Pending;2
375;230;10/07/2023;Pending;4
376;207;19/02/2023;Pending;3
377;182;09/10/2023;Pending;1
378;240;07/09/2023;Cancelled;3
379;26;05/07/2023;Cancelled;2
380;294;08/01/2024;Completed;4
381;480;16/12/2022;Completed;1
382;450;25/02/2024;Completed;3
383;126;06/06/2023;Cancelled;1
384;415;03/06/2024;Pending;4
385;468;23/01/2023;Completed;4
386;223;13/04/2024;Cancelled;2
387;128;07/10/2022;Cancelled;3
388;493;22/05/2023;Pending;2
389;295;13/01/2023;Cancelled;4
390;360;07/09/2023;Completed;2
391;216;07/06/2024;Pending;2
392;383;16/04/2024;Cancelled;2
393;10;18/02/2024;Cancelled;3
394;147;13/06/2024;Pending;2
395;212;02/05/2024;Completed;4
396;237;15/12/2022;Pending;2
397;175;01/02/2023;Completed;2
398;320;19/08/2023;Pending;1
399;106;26/01/2023;Cancelled;2
400;354;22/04/2023;Completed;1
401;9;29/04/2023;Completed;2
402;83;18/02/2023;Completed;4
403;326;13/06/2023;Cancelled;2
404;373;22/04/2023;Completed;1
405;127;03/03/2023;Cancelled;4
406;187;14/10/2022;Completed;2
407;126;27/04/2024;Pending;3
408;444;03/07/2023;Completed;4
409;289;24/09/2022;Pending;3
410;356;17/05/2023;Pending;4
411;287;17/02/2023;Cancelled;1
412;145;26/03/2023;Completed;3
413;152;26/10/2022;Cancelled;4
414;188;02/03/2024;Cancelled;3
415;130;05/08/2023;Completed;2
416;173;17/07/2023;Pending;2
417;418;03/05/2024;Pending;4
418;247;16/02/2024;Cancelled;1
419;300;20/06/2024;Pending;3
420;470;03/11/2022;Cancelled;3
421;153;19/07/2023;Completed;4
422;234;13/10/2022;Cancelled;4
423;62;20/08/2024;Completed;2
424;410;03/11/2023;Pending;2
425;385;04/08/2023;Cancelled;4
426;37;27/04/2023;Completed;4
427;120;16/04/2023;Pending;2
428;265;22/12/2022;Cancelled;4
429;297;13/12/2022;Pending;4
430;242;03/07/2024;Cancelled;4
431;459;18/07/2024;Pending;2
432;498;04/01/2023;Pending;3
433;496;10/06/2023;Pending;2
434;429;04/08/2023;Completed;3
435;423;09/10/2022;Cancelled;4
436;198;18/10/2022;Completed;2
437;107;07/05/2024;Pending;4
438;105;02/12/2023;Completed;2
439;149;04/11/2023;Cancelled;2
440;498;25/04/2023;Completed;2
441;415;15/02/2023;Completed;1
442;185;09/03/2023;Cancelled;1
443;34;03/11/2023;Completed;4
444;49;12/05/2024;Cancelled;1
445;378;13/10/2023;Pending;3
446;299;14/02/2024;Completed;4
447;284;21/11/2022;Completed;4
448;39;16/10/2022;Pending;4
449;100;20/10/2022;Cancelled;1
450;227;11/03/2024;Pending;4
451;341;27/05/2023;Completed;3
452;126;15/01/2023;Completed;4
453;415;04/09/2022;Pending;3
454;128;13/02/2023;Cancelled;2
455;214;15/01/2023;Completed;1
456;167;19/03/2024;Completed;2
457;142;08/07/2024;Cancelled;2
458;487;15/07/2024;Completed;4
459;245;01/04/2024;Completed;3
460;221;29/08/2023;Completed;4
461;350;22/06/2023;Pending;2
462;128;21/02/2023;Cancelled;3
463;80;28/05/2024;Pending;2
464;450;22/04/2024;Pending;2
465;115;06/11/2022;Pending;4
466;76;20/05/2024;Pending;3
467;47;10/10/2022;Cancelled;4
468;363;20/09/2022;Completed;2
469;438;28/11/2023;Cancelled;3
470;487;30/03/2024;Completed;4
471;101;07/01/2023;Pending;1
472;119;27/04/2024;Cancelled;2
473;361;17/02/2023;Completed;4
474;441;17/04/2023;Completed;2
475;264;12/08/2024;Pending;1
476;39;01/07/2023;Completed;4
477;355;17/04/2023;Completed;2
478;235;22/04/2024;Pending;1
479;335;21/11/2023;Pending;2
480;77;25/05/2023;Cancelled;3
481;61;01/02/2023;Completed;2
482;363;21/02/2024;Cancelled;4
483;496;05/10/2022;Completed;4
484;345;01/03/2023;Cancelled;2
485;299;03/03/2024;Completed;3
486;470;27/07/2023;Completed;1
487;88;24/03/2024;Cancelled;3
488;78;03/08/2023;Pending;4
489;99;26/11/2022;Completed;2
490;369;24/04/2023;Completed;4
491;436;05/10/2023;Completed;1
492;259;30/11/2022;Pending;2
493;465;19/04/2024;Cancelled;3
494;291;09/06/2024;Pending;1
495;384;22/12/2022;Pending;1
496;400;10/07/2023;Pending;2
497;465;02/04/2024;Cancelled;1
498;445;22/08/2023;Cancelled;1
499;278;12/02/2023;Pending;1
500;241;10/04/2023;Cancelled;3
501;263;14/12/2023;Cancelled;4
502;85;10/04/2024;Pending;3
503;376;04/06/2024;Cancelled;2
504;248;22/05/2023;Cancelled;3
505;401;02/12/2023;Pending;4
506;92;11/11/2023;Pending;3
507;135;27/01/2024;Pending;1
508;125;11/05/2023;Cancelled;3
509;18;25/06/2023;Cancelled;4
510;106;15/09/2023;Cancelled;4
511;67;13/09/2023;Completed;4
512;187;29/08/2022;Cancelled;3
513;450;02/01/2024;Pending;4
514;473;28/09/2023;Pending;1
515;438;31/08/2023;Pending;2
516;244;24/09/2022;Completed;3
517;25;15/11/2022;Completed;4
518;394;01/05/2024;Completed;2
519;238;30/08/2022;Cancelled;2
520;304;12/09/2022;Cancelled;1
521;107;30/05/2023;Pending;1
522;60;07/03/2023;Cancelled;3
523;37;27/10/2023;Pending;3
524;277;28/12/2022;Pending;2
525;25;27/03/2023;Cancelled;1
526;463;17/10/2022;Pending;4
527;380;17/09/2022;Pending;2
528;216;26/06/2024;Cancelled;4
529;142;29/07/2024;Cancelled;1
530;310;21/07/2023;Pending;4
531;188;22/02/2024;Pending;1
532;161;29/06/2024;Completed;3
533;289;17/06/2024;Completed;3
534;399;11/02/2024;Completed;4
535;103;13/03/2023;Pending;1
536;170;01/04/2024;Pending;1
537;70;23/04/2023;Cancelled;2
538;202;15/06/2024;Cancelled;4
539;277;09/11/2022;Completed;1
540;197;22/09/2023;Completed;1
541;144;16/12/2022;Completed;2
542;77;09/03/2023;Cancelled;3
543;453;06/05/2024;Cancelled;3
544;273;10/02/2023;Pending;3
545;409;19/12/2023;Completed;1
546;435;04/06/2023;Completed;4
547;16;13/08/2023;Cancelled;1
548;139;05/09/2022;Completed;3
549;198;03/06/2024;Cancelled;1
550;376;01/04/2023;Pending;3
551;356;08/09/2023;Pending;4
552;398;02/12/2022;Cancelled;1
553;255;19/12/2022;Pending;4
554;27;01/07/2024;Cancelled;1
555;24;15/11/2023;Pending;1
556;489;17/03/2023;Cancelled;4
557;417;16/01/2023;Cancelled;1
558;409;20/09/2022;Pending;4
559;50;21/10/2022;Pending;4
560;437;07/04/2023;Cancelled;2
561;239;27/09/2022;Cancelled;1
562;200;26/09/2023;Completed;4
563;78;02/05/2023;Cancelled;2
564;149;20/04/2023;Completed;3
565;317;24/05/2023;Cancelled;1
566;172;12/11/2022;Pending;2
567;232;15/09/2022;Cancelled;2
568;189;22/07/2023;Pending;1
569;233;05/01/2023;Cancelled;1
570;478;09/01/2023;Cancelled;2
571;250;25/09/2022;Cancelled;4
572;141;02/04/2024;Pending;4
573;54;24/06/2023;Pending;1
574;85;12/04/2023;Pending;3
575;271;08/08/2024;Completed;3
576;1;07/04/2023;Cancelled;4
577;318;25/06/2023;Pending;3
578;390;04/02/2024;Pending;1
579;67;11/05/2023;Completed;4
580;27;18/10/2023;Pending;1
581;114;24/02/2024;Cancelled;3
582;87;01/02/2024;Cancelled;4
583;465;05/09/2023;Completed;2
584;417;16/12/2023;Cancelled;4
585;409;28/02/2024;Completed;1
586;98;30/03/2023;Cancelled;3
587;326;13/06/2023;Pending;3
588;138;04/05/2024;Cancelled;2
589;402;06/04/2023;Pending;3
590;379;27/05/2023;Cancelled;1
591;411;09/10/2022;Cancelled;3
592;76;31/01/2023;Cancelled;4
593;63;14/06/2024;Pending;3
594;164;09/04/2023;Cancelled;4
595;143;05/05/2023;Cancelled;3
596;416;17/07/2024;Cancelled;4
597;168;23/11/2022;Completed;1
598;449;19/01/2023;Completed;2
599;207;21/02/2024;Completed;3
600;465;01/04/2024;Cancelled;1
601;143;17/09/2022;Completed;3
602;298;12/05/2024;Cancelled;4
603;85;15/01/2024;Completed;3
604;334;18/04/2024;Completed;3
605;446;20/03/2023;Cancelled;1
606;288;16/08/2023;Cancelled;1
607;137;23/03/2024;Pending;1
608;212;27/03/2023;Pending;2
609;483;17/08/2024;Cancelled;1
610;354;22/04/2024;Completed;1
611;237;13/04/2023;Cancelled;1
612;451;18/02/2024;Completed;4
613;5;10/11/2023;Pending;3
614;202;09/07/2023;Pending;3
615;277;30/08/2022;Completed;4
616;326;01/01/2024;Cancelled;3
617;188;16/09/2022;Cancelled;3
618;489;14/02/2023;Pending;2
619;31;07/03/2023;Cancelled;4
620;225;04/11/2022;Cancelled;2
621;128;15/08/2024;Pending;3
622;166;25/04/2023;Cancelled;1
623;265;21/09/2022;Completed;2
624;230;20/09/2022;Pending;1
625;489;29/04/2024;Cancelled;1
626;135;19/10/2023;Completed;2
627;233;09/08/2024;Pending;2
628;279;16/05/2024;Cancelled;1
629;479;27/12/2022;Completed;3
630;401;01/04/2024;Cancelled;3
631;279;19/05/2024;Pending;4
632;455;28/05/2024;Completed;2
633;8;22/10/2023;Cancelled;4
634;331;06/01/2023;Cancelled;1
635;87;28/07/2023;Cancelled;2
636;60;24/06/2023;Completed;2
637;234;24/03/2024;Cancelled;4
638;227;25/02/2023;Cancelled;3
639;356;14/10/2023;Pending;4
640;370;11/05/2023;Completed;3
641;269;01/12/2022;Completed;3
642;153;10/07/2023;Pending;4
643;216;12/11/2022;Cancelled;4
644;495;14/03/2023;Pending;2
645;149;26/03/2023;Pending;2
646;197;03/07/2023;Completed;2
647;62;25/07/2024;Cancelled;2
648;388;07/02/2023;Pending;2
649;123;24/05/2023;Completed;2
650;469;05/06/2024;Completed;1
651;226;16/08/2024;Cancelled;4
652;36;05/06/2024;Cancelled;1
653;358;05/10/2022;Completed;2
654;384;16/05/2024;Cancelled;1
655;421;01/08/2023;Pending;4
656;226;15/03/2023;Pending;4
657;407;30/12/2023;Cancelled;3
658;300;04/01/2024;Completed;3
659;242;21/07/2024;Completed;2
660;137;03/05/2023;Completed;2
661;343;10/01/2024;Pending;4
662;440;27/03/2024;Cancelled;3
663;364;18/12/2022;Cancelled;3
664;20;30/10/2023;Pending;2
665;346;09/03/2024;Pending;1
666;333;04/11/2022;Completed;2
667;222;26/10/2023;Pending;3
668;225;02/07/2024;Completed;4
669;106;29/08/2023;Pending;3
670;295;04/07/2024;Pending;1
671;20;21/05/2023;Cancelled;2
672;370;03/02/2024;Pending;2
673;334;26/09/2022;Pending;4
674;258;24/06/2023;Completed;3
675;382;07/07/2023;Completed;1
676;437;21/07/2023;Completed;3
677;252;01/06/2023;Pending;1
678;203;15/06/2023;Pending;4
679;330;03/10/2023;Cancelled;1
680;59;28/10/2023;Completed;4
681;222;18/02/2023;Pending;1
682;308;15/04/2023;Pending;2
683;20;02/08/2023;Cancelled;2
684;287;20/05/2023;Pending;4
685;173;18/04/2023;Pending;2
686;86;18/07/2024;Cancelled;1
687;295;25/11/2023;Pending;1
688;300;16/07/2024;Cancelled;4
689;172;20/08/2023;Completed;3
690;228;03/08/2024;Cancelled;2
691;21;01/05/2024;Cancelled;4
692;303;13/01/2023;Completed;3
693;308;02/05/2024;Cancelled;2
694;417;05/11/2022;Cancelled;4
695;124;01/08/2024;Pending;2
696;31;07/06/2024;Pending;2
697;433;18/05/2023;Completed;3
698;465;05/12/2022;Cancelled;1
699;129;01/06/2023;Completed;2
700;5;24/03/2023;Completed;1
701;128;03/12/2022;Completed;1
702;231;24/10/2023;Cancelled;4
703;467;27/03/2023;Pending;2
704;215;01/06/2023;Cancelled;1
705;472;16/03/2023;Cancelled;1
706;194;07/03/2024;Cancelled;3
707;321;13/08/2024;Completed;2
708;215;30/08/2022;Cancelled;2
709;44;26/07/2024;Pending;4
710;88;10/08/2024;Completed;1
711;480;05/04/2024;Cancelled;1
712;52;05/11/2023;Cancelled;3
713;465;08/02/2023;Cancelled;2
714;152;13/11/2022;Pending;1
715;412;10/03/2023;Pending;2
716;488;23/04/2023;Cancelled;4
717;454;19/10/2022;Pending;2
718;9;20/07/2023;Cancelled;1
719;35;24/04/2023;Completed;4
720;420;04/11/2023;Pending;2
721;301;30/04/2023;Cancelled;1
722;330;17/05/2023;Cancelled;4
723;157;09/06/2023;Cancelled;2
724;15;12/04/2023;Pending;2
725;361;14/08/2024;Completed;3
726;282;08/09/2023;Pending;4
727;179;08/11/2022;Completed;3
728;346;11/05/2023;Cancelled;1
729;201;16/04/2023;Completed;1
730;381;18/11/2023;Cancelled;3
731;443;23/08/2024;Pending;3
732;500;13/02/2024;Completed;3
733;258;14/10/2023;Cancelled;4
734;128;14/06/2024;Cancelled;1
735;35;24/01/2024;Pending;2
736;309;20/07/2023;Completed;4
737;350;30/04/2023;Pending;3
738;306;23/05/2024;Pending;3
739;361;28/10/2023;Completed;4
740;55;13/10/2022;Completed;1
741;173;28/09/2022;Cancelled;2
742;95;12/07/2024;Cancelled;3
743;172;18/10/2022;Pending;3
744;87;31/01/2023;Cancelled;3
745;306;02/09/2022;Cancelled;1
746;335;15/04/2023;Completed;3
747;119;30/05/2024;Completed;1
748;38;06/12/2022;Cancelled;2
749;167;29/06/2023;Pending;2
750;416;28/09/2022;Pending;1
751;337;03/02/2024;Pending;1
752;408;09/08/2024;Pending;2
753;164;16/11/2022;Completed;4
754;410;20/03/2024;Cancelled;4
755;212;07/06/2023;Pending;1
756;44;11/03/2024;Completed;3
757;53;19/02/2023;Cancelled;2
758;157;08/10/2022;Cancelled;4
759;452;06/04/2024;Cancelled;4
760;235;30/10/2022;Completed;3
761;57;30/05/2023;Pending;1
762;343;06/01/2024;Cancelled;3
763;115;19/10/2022;Completed;3
764;395;01/12/2022;Pending;4
765;373;27/05/2024;Pending;3
766;271;09/10/2022;Cancelled;4
767;67;17/12/2022;Completed;4
768;401;06/09/2023;Completed;3
769;421;07/02/2023;Pending;1
770;425;15/06/2023;Completed;2
771;100;21/12/2022;Cancelled;3
772;500;27/04/2023;Completed;1
773;152;26/05/2023;Cancelled;2
774;357;07/08/2024;Pending;4
775;436;24/05/2024;Completed;1
776;404;24/12/2023;Completed;3
777;3;08/07/2024;Cancelled;1
778;406;28/05/2024;Completed;3
779;359;13/02/2024;Cancelled;2
780;264;09/02/2024;Pending;2
781;9;28/08/2022;Pending;3
782;477;11/08/2023;Completed;3
783;126;26/04/2023;Cancelled;4
784;284;26/07/2023;Cancelled;4
785;48;01/04/2024;Completed;1
786;405;01/08/2023;Cancelled;1
787;217;03/12/2023;Pending;3
788;12;17/07/2024;Pending;1
789;177;21/02/2023;Pending;2
790;443;14/08/2023;Completed;3
